High Frequency Information for All Files
bic
__ ,090513 8395 BIC FPSPK.mcd ,090513 15152 BIC FPSPK.mcd ,090513 18405 BIC FPSPK.mcd ,121813 18395 BIC FPSPK.mcd , 111913 9858 BIC FPSPK.mcd\n
ratio_mfr_onAEinTrt_over_mfr_onAEinBL0 ,7.175435e-01 ,1.642182e+00 ,1.669667e+00 ,1.847665e+00 , 1.392921e+00
ratio_nAEinTrt_over_nAEinBL0 ,1.590909e+00 ,1.153846e+00 ,1.037736e+00 ,1.214286e+00 , 1.085106e+00

car15
__ ,112113 19855 CAR FPSPK.mcd ,112113 20600 CAR FPSPK.mcd , 112113 19857 CAR FPSPK.mcd\n
ratio_mfr_onAEinTrt_over_mfr_onAEinBL0 ,1.158065e+00 ,8.568352e-01 , 2.276804e+00
ratio_nAEinTrt_over_nAEinBL0 ,9.642857e-01 ,9.333333e-01 , 9.655172e-01

car30
__ ,112113 19855 CAR FPSPK.mcd ,112113 20600 CAR FPSPK.mcd ,121713 18412 CAR FPSPK.mcd ,121713 19858 CAR FPSPK.mcd ,121713 20599 CAR FPSPK.mcd ,101514 18416 CAR FPSPK.mcd ,101614 26018 CAR FPSPK.mcd ,091114 20613 CAR FPSPK.mcd , 090914 18408 CAR FPSPK.mcd\n
ratio_mfr_onAEinTrt_over_mfr_onAEinBL0 ,2.188203e-01 ,2.117019e-01 ,1.249543e+00 ,7.164756e-01 ,6.464945e-01 ,4.003801e-01 ,7.430365e-01 ,1.085716e+00 , 7.969740e-01
ratio_nAEinTrt_over_nAEinBL0 ,7.142857e-01 ,6.666667e-01 ,1 ,1 ,9.607843e-01 ,9.642857e-01 ,9.512195e-01 ,1 , 9.454545e-01

per25
__ ,112113 18413 PERM FPSPK.mcd ,121813 19854 PERM FPSPK.mcd ,121813 19398 PERM FPSPK.mcd ,121813 20608 PERM FPSPK.mcd , 111913 13079 PERM FPSPK.mcd\n
ratio_mfr_onAEinTrt_over_mfr_onAEinBL0 ,1.068396e+00 ,7.675628e-01 ,1.375484e+00 ,1.577163e+00 , 1.303446e+00
ratio_nAEinTrt_over_nAEinBL0 ,9.807692e-01 ,9.333333e-01 ,1.061224e+00 ,1.018519e+00 , 1.019608e+00

per50
__ ,021114 19857 PERM FPSPK.mcd ,021114 15158 PERM FPSPK.mcd ,021114 20607 PERM FPSPK.mcd ,041014 9858 PERM FPSPK.mcd ,041014 18400 PERM FPSPK.mcd ,041014 19398 PERM FPSPK.mcd ,103014 18397 PERM FPSPK.mcd , 090914 20607 PERM FPSPK.mcd\n
ratio_mfr_onAEinTrt_over_mfr_onAEinBL0 ,1.427207e+00 ,7.585356e-01 ,1.733263e+00 ,1.754239e+00 ,8.733920e-01 ,1.859451e+00 ,1.079633e+00 , 1.157925e+00
ratio_nAEinTrt_over_nAEinBL0 ,1 ,1.024390e+00 ,1.025000e+00 ,1.046512e+00 ,9.523810e-01 ,1.017544e+00 ,1 , 1.044444e+00

da
__ ,020614 15155 DA FPSPK.mcd ,040914 18412 DA FPSPK.mcd ,021114 18413 DA FPSPK.mcd ,021114 18416 DA FPSPK.mcd ,021114 19860 DA FPSPK.mcd , 040914 20608 DA FPSPK.mcd\n
ratio_mfr_onAEinTrt_over_mfr_onAEinBL0 ,4.517031e-02 ,1.841444e+00 ,7.636633e-02 ,5.973884e-01 ,4.811965e-04 , 9.245725e-02
ratio_nAEinTrt_over_nAEinBL0 ,4.761905e-02 ,9.642857e-01 ,6.136364e-01 ,1 ,0 , 3.898305e-01

tri
__ ,121813 18405 TRI FPSPK.mcd ,112113 18416 TRI FPSPK.mcd ,111313 19861 TRI FPSPK.mcd ,111413 15158 TRI FPSPK.mcd ,100113 18406 TRI FPSPK.mcd ,100113 20608 TRI FPSPK.mcd ,092613 18412 TRI FPSPK.mcd ,/Volumes/BACKUP/EXTRAP/FP SPIKE/TRI/042016 19854 TRI FPSPK.mcd ,/Volumes/BACKUP/EXTRAP/FP SPIKE/TRI/042616 19855 TRI FPSPK.mcd ,/Volumes/BACKUP/EXTRAP/FP SPIKE/TRI/042716 26011 TRI FPSPK.mcd ,/Volumes/BACKUP/EXTRAP/FP SPIKE/TRI/050516 20613 TRI FPSPK.mcd ,/Volumes/BACKUP/EXTRAP/FP SPIKE/TRI/051016 18419 TRI FPSPK.mcd ,/Volumes/BACKUP/EXTRAP/FP SPIKE/TRI/051116 15157 TRI FPSPK.mcd ,/Volumes/BACKUP/EXTRAP/FP SPIKE/TRI/051116 18403 TRI FPSPK.mcd ,/Volumes/BACKUP/EXTRAP/FP SPIKE/TRI/051216 19858 TRI FPSPK.mcd ,/Volumes/BACKUP/EXTRAP/FP SPIKE/TRI/052416 18397 TRI FPSPK.mcd , /Volumes/BACKUP/EXTRAP/FP SPIKE/TRI/052616 26014 TRI FPSPK.mcd\n
ratio_mfr_onAEinTrt_over_mfr_onAEinBL0 ,9.827719e-01 ,1.026749e+00 ,2.559013e-02 ,4.434869e-01 ,4.128267e-01 ,6.891835e-01 ,7.988129e-01 ,5.467416e-01 ,7.959400e-01 ,6.257666e-01 ,1.238182e+00 ,5.685894e-01 ,6.707519e-01 ,9.128684e-01 ,8.918894e-01 ,7.066539e-01 , 9.713300e-01
ratio_nAEinTrt_over_nAEinBL0 ,9.183673e-01 ,9.565217e-01 ,1.224490e-01 ,8.363636e-01 ,8.000000e-01 ,9.322034e-01 ,9.459459e-01 ,7.931034e-01 ,7.543860e-01 ,1 ,1 ,1 ,9.285714e-01 ,1 ,1 ,9.761905e-01 , 1

tri65
